City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
225,akureyri,65.6835,-18.0878,-0.04,69,100,6.17,IS,['dt']
226,goure,13.9835,10.2704,21.31,14,0,3.74,NE,['dt']
227,peace river,56.2501,-117.286,-5.83,93,0,1.54,CA,['dt']
228,valle de la pascua,9.2155,-66.0073,26.93,71,100,3.07,VE,['dt']
229,yeed,4.55,43.0333,24.88,36,94,2.81,SO,['dt']
230,gobabis,-22.45,18.9667,22.46,39,0,5.33,NA,['dt']
231,atafu village,-8.5421,-172.5159,27.9,73,100,3.97,TK,['dt']
232,lorengau,-2.0226,147.2712,29.89,67,11,4.13,PG,['dt']
233,tra mhor,52.1624,-7.1524,11.16,92,100,3.13,IE,['dt']
234,keflavik,64.0049,-22.5624,-0.76,64,0,4.63,IS,['dt']
235,gela,37.0803,14.2307,11.89,76,0,2.57,IT,['dt']
236,hadibu,12.65,54.0333,25.55,86,52,4.16,YE,['dt']
237,kingscliff,-28.2667,153.5667,26.08,69,75,6.17,AU,['dt']
238,myitkyina,25.3833,97.4,18.36,81,5,0.59,MM,['dt']
239,oroqen zizhiqi,50.5667,123.7167,-11.66,72,2,4.69,CN,['dt']
240,fort bragg,35.139,-79.006,12.91,86,0,0.0,US,['dt']
241,caiaponia,-16.9567,-51.8103,20.01,97,100,2.37,BR,['dt']
242,harstad,68.799,16.5293,6.75,98,100,7.15,NO,['dt']
243,agadez,19.75,10.25,18.72,23,0,4.76,NE,['dt']
244,manokwari,-0.8667,134.0833,28.55,71,96,4.51,ID,['dt']
245,emerald,-23.5333,148.1667,27.97,64,100,5.09,AU,['dt']
246,letterkenny,54.95,-7.7333,9.29,84,100,3.13,IE,['dt']
247,aginskoye,51.1,114.53,-13.81,73,80,5.62,RU,['dt']
248,penapolis,-21.4197,-50.0775,21.96,91,7,2.43,BR,['dt']
249,tazovsky,67.4667,78.7,-13.36,95,100,6.88,RU,['dt']
250,johnstown,40.3267,-78.922,9.62,98,100,7.72,US,['dt']
251,pariaman,-0.619,100.12,24.03,83,100,1.4,ID,['dt']
252,antalaha,-14.9003,50.2788,22.57,86,43,2.3,MG,['dt']
253,kirakira,-10.4544,161.9205,29.58,72,100,4.5,SB,['dt']
254,wickenburg,33.9686,-112.7296,16.11,28,0,1.34,US,['dt']
255,stornoway,58.2093,-6.3865,6.16,83,75,9.26,GB,['dt']
256,huanuni,-18.2667,-66.85,8.39,73,100,3.08,BO,['dt']
257,kalifornsky,60.4183,-151.29,-2.63,94,20,2.06,US,['dt']
258,luimneach,52.6647,-8.6231,11.16,96,95,2.24,IE,['dt']
259,saipan,15.1355,145.701,30.39,81,40,4.12,MP,['dt']
260,khorixas,-20.3667,14.9667,26.6,38,88,1.37,NA,['dt']
261,east london,-33.0153,27.9116,19.25,82,63,0.7,ZA,['dt']
262,ulety,51.3572,112.4849,-17.06,83,100,1.47,RU,['dt']
263,orlovskiy,46.8714,42.0592,5.14,91,100,4.74,RU,['dt']
264,porto novo,6.4965,2.6036,27.9,85,16,1.19,BJ,['dt']
265,vozhega,60.4725,40.2213,-0.36,96,100,4.93,RU,['dt']
266,tweed heads,-28.1817,153.547,26.21,69,75,6.17,AU,['dt']
267,ola,59.5833,151.2833,-12.45,74,99,2.92,RU,['dt']
268,dryden,49.7833,-92.7503,4.16,93,100,5.14,CA,['dt']
269,fort mcmurray,56.7268,-111.381,-1.23,86,100,2.06,CA,['dt']
270,dawson creek,55.7666,-120.2362,-0.2,55,0,4.12,CA,['dt']
271,barao de cocais,-19.9458,-43.4872,17.42,98,100,0.49,BR,['dt']
272,harnai,30.1005,67.9374,14.71,33,0,3.64,PK,['dt']
273,ozernyy,55.5802,32.4127,1.52,89,100,4.33,RU,['dt']
274,taro,-8.3862,115.28,28.2,59,100,1.06,ID,['dt']
275,puerto armuelles,8.2833,-82.8667,24.49,88,99,3.58,PA,['dt']
276,mil'kovo,55.6078,37.7956,1.86,57,100,4.8,RU,['dt']
277,touros,-5.1989,-35.4608,25.61,75,4,6.48,BR,['dt']
278,kiruna,67.8557,20.2251,2.51,81,100,3.6,SE,['dt']
279,tindouf,27.6711,-8.1474,25.25,16,75,3.6,DZ,['dt']
280,kez,57.8979,53.7152,-1.99,96,99,4.43,RU,['dt']
281,schweizer-reneke,-27.1887,25.3293,18.7,54,1,4.72,ZA,['dt']
282,corner brook,48.9667,-57.9484,8.22,98,100,4.61,CA,['dt']
283,erenhot,43.6475,111.9767,-2.65,15,65,3.05,CN,['dt']
284,acarau,-2.8856,-40.12,26.05,83,6,6.65,BR,['dt']
285,puerto el triunfo,13.2833,-88.55,24.14,93,100,0.36,SV,['dt']
286,tolanaro,-25.0319,46.9987,25.04,83,20,8.23,MG,['dt']
287,ghadamis,30.1337,9.5007,17.98,38,0,3.99,LY,['dt']
288,tralee,52.2704,-9.7026,11.01,96,98,1.52,IE,['dt']
289,novo aripuana,-5.1206,-60.3797,24.32,95,96,1.35,BR,['dt']
290,vilyuchinsk,52.9306,158.4028,-8.85,69,93,2.23,RU,['dt']
291,manhumirim,-20.3578,-41.9581,18.62,99,100,1.38,BR,['dt']
292,thurso,58.5927,-3.5259,6.14,69,100,14.98,GB,['dt']
293,udachny,66.4167,112.4,-34.44,100,82,1.16,RU,['dt']
294,ormara,25.2088,64.6357,25.16,66,0,2.25,PK,['dt']
295,guarapari,-20.6667,-40.4975,22.54,92,99,3.78,BR,['dt']
296,ulladulla,-35.35,150.4667,22.01,69,74,7.54,AU,['dt']
297,timimoun,29.2639,0.231,19.21,26,0,4.63,DZ,['dt']
298,belozersk,60.0326,37.7957,1.43,97,100,7.27,RU,['dt']
299,brooks,50.5834,-111.8851,-0.01,93,10,3.09,CA,['dt']
300,nejo,9.5,35.5,14.09,84,2,0.17,ET,['dt']
